ID,Segment type,Segment Description,Answer,Count,Percentage,It became a relationship
292887.5749,web,"Meridian, Idaho",No,0.0,0.0,0
292895.3599,gender,"Meridian, Idaho",No,903.8172787999998,0.40283686399999996,1
292901.5645,gender,"Meridian, Idaho",No,529.8768732,0.30160164,0
292894.4849,gender,"Meridian, Idaho",No,920.3874592,0.389780939,1
293541.0,university,Michigan State University,Yes,0.0,0.0,0
292899.9838,mobile,"Meridian, Idaho",No,794.2562738,0.470459145,1
292888.813,gender,"Meridian, Idaho",No,1050.043981,0.316247825,0
292897.2086,gender,"Meridian, Idaho",No,1033.961599,0.5129078020000001,0
292889.2314,web,"Meridian, Idaho",No,0.0,0.0,0
292888.2729,web,"Meridian, Idaho",No,0.0,0.0,0
292888.571,web,"Meridian, Idaho",No,0.0,0.0,0
292883.6605,mobile,"Meridian, Idaho",No,1678.6952760000001,0.435699116,0
292883.6952,mobile,"Meridian, Idaho",No,796.610468,0.24440378899999998,1
292897.553,gender,"Meridian, Idaho",No,1012.434636,0.510554187,0
292894.4586,gender,"Meridian, Idaho",No,1161.328149,0.50947047,0
293769.0,university,University of Florida,Yes,0.0,0.0,1
292888.3635,web,"Meridian, Idaho",No,0.0,0.0,0
293185.0,university,University of Denver,I don't use Tinder,0.0,0.0,0
292883.4655,mobile,"Meridian, Idaho",No,1764.4179100000001,0.45793433899999997,0
292889.7417,web,"Meridian, Idaho",No,0.0,0.0,0
293023.0,university,"University of California, Berkeley",I don't use Tinder,19.0,0.209,0
292881.0409,mobile,"Meridian, Idaho",No,820.9944387999999,0.213223813,0
293251.0,university,University of Maryland,I don't use Tinder,0.0,0.0,0
292882.5111,mobile,"Meridian, Idaho",No,907.6862997999999,0.23571044,1
293047.0,university,University of Colorado Boulder,I don't use Tinder,0.0,0.0,0
292888.8466,web,"Meridian, Idaho",No,0.0,0.0,0
292890.326,gender,"Meridian, Idaho",No,999.1522392999999,0.32772084,1
292890.7433,web,"Meridian, Idaho",No,0.0,0.0,0
292887.1253,web,"Meridian, Idaho",No,0.0,0.0,0
293775.0,university,Boston College,Yes,0.0,0.0,0
292896.4592,gender,"Meridian, Idaho",No,487.220395,0.248283643,0
292893.7215,gender,"Meridian, Idaho",No,1146.798638,0.484242887,0
292900.1014,gender,"Meridian, Idaho",No,814.018555,0.47359079299999995,1
292888.734,web,"Meridian, Idaho",No,0.0,0.0,0
292890.6507,web,"Meridian, Idaho",No,0.0,0.0,0
292889.9595,web,"Meridian, Idaho",No,0.0,0.0,0
292888.937,gender,"Meridian, Idaho",No,1052.488992,0.32049309600000003,0
292888.6215,web,"Meridian, Idaho",No,0.0,0.0,0
293439.0,university,Ithaca College,Yes,1.0,0.25,0
292901.0959,gender,"Meridian, Idaho",No,507.62210880000003,0.295578525,0
292902.0601,gender,"Meridian, Idaho",No,525.0859025000001,0.306227404,0
293420.918,university,University of Rochester,I don't use Tinder,0.0,0.0,1
292896.6694,gender,"Meridian, Idaho",No,488.1452717,0.250427675,0
292896.8497,gender,"Meridian, Idaho",No,570.1683646,0.257272008,0
292881.2833,mobile,"Meridian, Idaho",No,963.0282875,0.250065358,0
292888.2291,web,"Meridian, Idaho",No,0.0,0.0,0
292890.5647,web,"Meridian, Idaho",No,0.0,0.0,0
292898.5547,gender,"Meridian, Idaho",No,660.6739852999999,0.347617348,0
292894.233,mobile,"Meridian, Idaho",No,795.0874388,0.39064869399999996,1
293740.9642,university,University of Kansas,No,1.5014911659999999,0.9373136040000001,1
292894.957,gender,"Meridian, Idaho",No,424.0540895,0.20810756,0
292897.1226,gender,"Meridian, Idaho",No,572.8152486,0.260143898,0
292896.5541,gender,"Meridian, Idaho",No,881.1990992000001,0.420658109,1
292889.0608,mobile,"Meridian, Idaho",No,795.8349745,0.318868535,1
292881.5459,mobile,"Meridian, Idaho",No,1116.904124,0.289978544,0
293134.8245,university,University of Mississippi,Yes,1.087740456,0.36276144200000005,1
293651.0,university,University of Dayton,No,3.0,0.429,0
292900.5914,mobile,"Meridian, Idaho",No,805.0982733,0.47965457899999997,1
292949.0034,university,"University of California, Davis",Yes,1.4443507569999998,0.5,1
293329.0,university,Mississippi State University,I don't use Tinder,1.0,0.091,1
293535.0,university,Washington State University,Yes,8.0,0.308,0
292901.9488,gender,"Meridian, Idaho",No,526.1617331,0.305188672,0
292890.0204,web,"Meridian, Idaho",No,0.0,0.0,0
292899.9951,mobile,"Meridian, Idaho",No,794.2546361000001,0.470616401,1
292897.7255,gender,"Meridian, Idaho",No,566.9866771000001,0.265771484,0
293448.0741,university,Skidmore College,No,2.589507862,0.7947539309999999,1
293683.0,university,Colby College,I don't use Tinder,2.0,0.14300000000000002,0
292888.3555,web,"Meridian, Idaho",No,0.0,0.0,0
293199.0,university,New York University,Yes,1.0,0.33299999999999996,0
292898.4693,gender,"Meridian, Idaho",No,955.1711190999999,0.504293376,0
292897.6086,gender,"Meridian, Idaho",No,1008.964758,0.510174814,0
293757.0,university,Penn State University,Yes,4.0,0.4,0
292886.0366,mobile,"Meridian, Idaho",No,796.2720655,0.276898009,1
292890.325,web,"Meridian, Idaho",No,0.0,0.0,0
293217.0,university,Northern Illinois University,Yes,0.0,0.0,1
292893.6211,gender,"Meridian, Idaho",No,456.78255989999997,0.21144720000000003,0
293673.0405,university,"University of Wisconsin, Eau Claire",Yes,0.750844246,0.09385553099999999,1
292897.4458,gender,"Meridian, Idaho",No,569.6907248,0.26316068,0
292884.84,mobile,"Meridian, Idaho",No,1078.282109,0.279960547,1
292897.2847,mobile,"Meridian, Idaho",No,865.5215957999999,0.43794713399999996,1
292890.0271,gender,"Meridian, Idaho",No,1073.976468,0.35780179,0
292881.8846,mobile,"Meridian, Idaho",No,861.8001482000001,0.22380823,1
292884.1085,mobile,"Meridian, Idaho",No,1024.700901,0.26606235,1
292897.7541,mobile,"Meridian, Idaho",No,856.9446121,0.443867432,1
292888.1649,web,"Meridian, Idaho",No,0.0,0.0,0
292890.5364,web,"Meridian, Idaho",No,0.0,0.0,0
292888.9387,web,"Meridian, Idaho",No,0.0,0.0,0
292893.934,gender,"Meridian, Idaho",No,1150.988193,0.49151721,0
292882.2662,mobile,"Meridian, Idaho",No,889.7469699999999,0.231057235,1
293711.0,university,Middlebury College,No,0.0,0.0,0
292881.103,mobile,"Meridian, Idaho",No,804.5429296,0.208956528,1
292881.9946,mobile,"Meridian, Idaho",No,1379.811268,0.358172889,0
293587.0205,university,Syracuse University,I don't use Tinder,0.0,0.0,1
292889.1158,web,"Meridian, Idaho",No,0.0,0.0,0
292897.6945,gender,"Meridian, Idaho",No,1003.5937150000001,0.509587579,0
293055.0,university,University of Michigan,Yes,14.0,0.163,0
292887.4832,mobile,"Meridian, Idaho",No,796.0629767,0.296975213,1
292896.2391,gender,"Meridian, Idaho",No,887.1650763,0.415957415,1
292893.9189,gender,"Meridian, Idaho",No,1150.6899039999998,0.49099929,0
292893.6206,gender,"Meridian, Idaho",No,487.8249345,0.220136735,0
292900.4532,gender,"Meridian, Idaho",No,540.6190345,0.291229898,0
292881.7711,mobile,"Meridian, Idaho",No,1248.847364,0.32420272899999997,0
292896.2209,gender,"Meridian, Idaho",No,887.5112567,0.415684654,1
292890.1194,web,"Meridian, Idaho",No,0.0,0.0,0
293365.0,university,Elon University,I don't use Tinder,2.0,0.33299999999999996,0
292888.2465,web,"Meridian, Idaho",No,0.0,0.0,0
292889.1271,web,"Meridian, Idaho",No,0.0,0.0,0
292883.4988,mobile,"Meridian, Idaho",No,1749.759784,0.454132231,0
292892.3737,gender,"Meridian, Idaho",No,960.3716814999999,0.358276696,1
293156.8022,university,University of North Carolina,I don't use Tinder,0.0,0.0,1
292881.8458,mobile,"Meridian, Idaho",No,858.9561649,0.223070541,1
293712.2019,university,University of Tampa,I don't use Tinder,0.016627974,0.016627974,1
292896.1,mobile,"Meridian, Idaho",No,887.169431,0.423004627,1
293264.1714,university,"University of California, Santa Cruz",Yes,2.8017876139999998,0.37763284399999997,1
292890.0412,web,"Meridian, Idaho",No,0.0,0.0,0
292894.72,mobile,"Meridian, Idaho",No,912.3857975,0.40559892799999997,1
292889.5931,web,"Meridian, Idaho",No,0.0,0.0,0
292887.8039,mobile,"Meridian, Idaho",No,1038.7651130000002,0.318365089,1
292882.3148,mobile,"Meridian, Idaho",No,1567.459926,0.40684626100000004,0
292889.3777,mobile,"Meridian, Idaho",No,795.7891635999999,0.323267404,1
292888.1313,web,"Meridian, Idaho",No,0.0,0.0,0
292882.4699,mobile,"Meridian, Idaho",No,1658.373474,0.430427932,0
292900.7397,gender,"Meridian, Idaho",No,782.4866066000001,0.472161194,0
292898.131,mobile,"Meridian, Idaho",No,850.0577035,0.448621149,1
292893.8045,mobile,"Meridian, Idaho",No,929.1155054,0.39405117799999995,1
292895.7024,gender,"Meridian, Idaho",No,540.9107039,0.244077376,0
293629.0,university,Whatsgoodly University,I don't use Tinder,0.0,0.0,1
292899.6129,gender,"Meridian, Idaho",No,823.2697184,0.466301646,1
292889.8237,web,"Meridian, Idaho",No,0.0,0.0,0
292896.26399999997,mobile,"Meridian, Idaho",No,884.172683,0.425073145,1
292901.05100000004,gender,"Meridian, Idaho",No,507.4243558,0.295120098,0
292890.8677,web,"Meridian, Idaho",No,0.0,0.0,0
293257.0,university,UMass Amherst,I don't use Tinder,3.0,0.25,1
292884.9027,mobile,"Meridian, Idaho",No,1082.876232,0.281152197,1
292887.6894,web,"Meridian, Idaho",No,0.0,0.0,0
292897.9523,mobile,"Meridian, Idaho",No,794.5498775000001,0.442266616,1
292887.3275,mobile,"Meridian, Idaho",No,1047.4694359999999,0.312356895,1
292897.7765,gender,"Meridian, Idaho",No,566.4940843999999,0.266247091,0
293611.0,university,University of Delaware,I don't use Tinder,1.0,0.25,0
292885.8024,mobile,"Meridian, Idaho",No,796.3059156,0.273647639,1
292890.4745,web,"Meridian, Idaho",No,0.0,0.0,0
293655.0,university,University of Kansas,Yes,3.0,0.3,0
292884.5294,mobile,"Meridian, Idaho",No,796.4898956000001,0.25598144100000003,1
292883.3108,mobile,"Meridian, Idaho",No,966.2688613,0.250905916,1
292883.9668,mobile,"Meridian, Idaho",No,1544.097083,0.400786274,0
292898.9664,gender,"Meridian, Idaho",No,683.6289432,0.37108699100000003,0
292889.8085,web,"Meridian, Idaho",No,0.0,0.0,0
292882.0436,mobile,"Meridian, Idaho",No,873.4450183,0.226828742,1
293465.0,university,James Madison University,No,0.0,0.0,0
293459.0,university,Marquette University,No,1.0,0.5,0
293335.0,university,University of Missouri,I don't use Tinder,8.0,0.267,0
293577.0,university,Pepperdine University,Yes,0.0,0.0,0
293321.0,university,Rice University ,No,4.0,0.667,1
292896.4823,gender,"Meridian, Idaho",No,1079.358045,0.5178711460000001,0
293024.1827,university,University of Pennsylvania,I don't use Tinder,18.29039703,0.684450254,1
292895.4008,gender,"Meridian, Idaho",No,533.2197073,0.24060888800000002,0
293323.0,university,Rice University ,I don't use Tinder,1.0,0.16699999999999998,0
293240.8509,university,University of Washington,No,0.679090616,0.679090616,1
293625.0,university,Whatsgoodly University,Yes,0.0,0.0,0
292882.9842,mobile,"Meridian, Idaho",No,1959.7598309999998,0.508603233,0
292889.0312,web,"Meridian, Idaho",No,0.0,0.0,0
292889.9291,mobile,"Meridian, Idaho",No,999.9298822000001,0.34517126600000003,1
293041.0,university,"University of California, Santa Barbara",I don't use Tinder,17.0,0.22699999999999998,1
292901.0,gender,Female respondents,No,797.0,0.48700000000000004,1
292895.1301,gender,"Meridian, Idaho",No,1163.8667289999999,0.5271107620000001,0
292889.8919,mobile,"Meridian, Idaho",No,795.7148517999999,0.33040300300000003,1
292884.6742,mobile,"Meridian, Idaho",No,1066.13411,0.27680953,1
292889.1629,web,"Meridian, Idaho",No,0.0,0.0,0
292881.2515,mobile,"Meridian, Idaho",No,815.4247067000001,0.211779105,1
293077.0,university,University of Virginia,I don't use Tinder,8.0,0.444,1
292895.1419,gender,"Meridian, Idaho",No,526.6177621999999,0.23763154,0
292900.4089,gender,"Meridian, Idaho",No,833.9438801,0.49103919799999995,0
292890.5512,web,"Meridian, Idaho",No,0.0,0.0,0
292890.033,web,"Meridian, Idaho",No,0.0,0.0,0
292890.4936,web,"Meridian, Idaho",No,0.0,0.0,0
292882.4422,mobile,"Meridian, Idaho",No,902.6398492000001,0.234401463,1
292894.6277,gender,"Meridian, Idaho",No,1164.661928,0.51525891,0
292901.8037,gender,"Meridian, Idaho",No,458.8772601,0.28000858300000003,0
293409.0,university,Rochester Institute of Technology,Yes,0.0,0.0,0
292945.5949,university,University of Pennsylvania,I don't use Tinder,0.487606537,0.162372977,1
292893.5529,gender,"Meridian, Idaho",No,474.43287080000005,0.218639837,0
292896.901,gender,"Meridian, Idaho",No,571.4751859,0.257861358,0
292890.2393,web,"Meridian, Idaho",No,0.0,0.0,0
292883.3183,mobile,"Meridian, Idaho",No,1829.1104579999999,0.47471465799999996,0
292898.5248,gender,"Meridian, Idaho",No,496.3093017,0.269353381,0
292890.4332,mobile,"Meridian, Idaho",No,990.7198229,0.351528547,1
292896.8887,gender,"Meridian, Idaho",No,489.11016689999997,0.252664478,0
293607.8142,university,"University of Wisconsin, Eau Claire",Yes,0.43214805,0.43214805,1
292888.4905,web,"Meridian, Idaho",No,0.0,0.0,0
292890.5562,web,"Meridian, Idaho",No,0.0,0.0,0
293603.2536,university,Syracuse University,I don't use Tinder,32.89822245,0.28607150000000003,1
292893.5965,gender,"Meridian, Idaho",No,937.2139591,0.376523056,1
292890.8937,mobile,"Meridian, Idaho",No,982.3036662000001,0.35733783399999997,1
292881.032,mobile,"Meridian, Idaho",No,799.3407057000001,0.20760714600000002,1
292881.1168,mobile,"Meridian, Idaho",No,805.5527387999999,0.209218458,1
292883.1271,mobile,"Meridian, Idaho",No,1913.136232,0.496509739,0
292895.2707,gender,"Meridian, Idaho",No,905.505809,0.401506442,1
292887.0777,web,"Meridian, Idaho",No,0.0,0.0,0
292888.7687,web,"Meridian, Idaho",No,0.0,0.0,0
292890.0036,web,"Meridian, Idaho",No,0.0,0.0,0
292896.5743,gender,"Meridian, Idaho",No,563.1442005,0.254104247,0
293167.0,university,Cal Poly San Luis Obispo,I don't use Tinder,7.0,0.28,0
293446.0729,university,Vassar College,No,2.615160538,0.9037901340000001,1
292887.9418,web,"Meridian, Idaho",No,0.0,0.0,0
292893.2576,gender,"Meridian, Idaho",No,473.1332842,0.21562715899999998,0
292890.7241,web,"Meridian, Idaho",No,0.0,0.0,0
292898.5118,gender,"Meridian, Idaho",No,336.96164269999997,0.199220576,0
292882.6057,mobile,"Meridian, Idaho",No,914.6183891000001,0.237508524,1
292890.9476,web,"Meridian, Idaho",No,0.0,0.0,0
292887.2681,web,"Meridian, Idaho",No,0.0,0.0,0
292991.0,university,Stanford University,No,58.0,0.537,0
293649.0,university,University of Dayton,Yes,4.0,0.5710000000000001,1
292882.9229,mobile,"Meridian, Idaho",No,1923.810908,0.49927859700000005,0
292884.9183,mobile,"Meridian, Idaho",No,1125.892556,0.292310015,0
292891.8709,gender,"Meridian, Idaho",No,1110.320984,0.420906754,0
293564.5368,university,Providence College,No,3.585971311,0.873522494,1
292895.0,gender,Male respondents,No,1172.0,0.528,0
293306.1753,university,"University of California, Santa Cruz",Yes,2.0,0.603681646,1
292886.0921,mobile,"Meridian, Idaho",No,1070.0436,0.296774986,1
292887.2348,web,"Meridian, Idaho",No,0.0,0.0,0
293349.0,university,Lehigh University,Yes,0.0,0.0,1
292890.5828,web,"Meridian, Idaho",No,0.0,0.0,0
292891.9921,mobile,"Meridian, Idaho",No,962.2341108999999,0.37119092600000003,1
292882.7044,mobile,"Meridian, Idaho",No,1795.7682309999998,0.466066162,0
292891.8878,gender,"Meridian, Idaho",No,1110.654394,0.42148565299999996,0
292889.6486,mobile,"Meridian, Idaho",No,1005.056092,0.341632879,1
293016.4935,university,University of Southern California,No,5.165941791,0.488021914,1
292890.3153,web,"Meridian, Idaho",No,0.0,0.0,0
293580.5728,university,Washington State University,No,1.0,1.0,1
293565.0,university,Cal State Northridge,Yes,0.0,0.0,1
292898.9308,gender,"Meridian, Idaho",No,498.09543499999995,0.273493963,0
292900.5086,gender,"Meridian, Idaho",No,827.7155184,0.49035823,0
292887.8986,web,"Meridian, Idaho",No,0.0,0.0,0
292889.2741,mobile,"Meridian, Idaho",No,795.8041383999999,0.32182948899999997,1
293694.6316,university,"Westport, CT",Yes,0.88533766,0.11066720699999999,1
292881.0653,mobile,"Meridian, Idaho",No,801.7842512999999,0.20824096600000003,1
292890.8691,mobile,"Meridian, Idaho",No,982.7539477,0.357027025,1
292893.0,gender,Male respondents,Yes,472.0,0.213,1
293593.0,university,Appalachian State University,I don't use Tinder,46.0,0.4,1
293275.0,university,Emory University,I don't use Tinder,1.0,0.2,0
292888.0571,web,"Meridian, Idaho",No,0.0,0.0,0
292955.0,university,Northwestern University,No,65.0,0.542,0
293278.1579,university,"University of California, Santa Cruz",Yes,5.07603115,0.195427199,1
293135.0,university,University of Mississippi,No,1.0,0.33299999999999996,0
292884.1992,mobile,"Meridian, Idaho",No,1031.3401939999999,0.267784487,1
292884.2082,mobile,"Meridian, Idaho",No,1437.98045,0.373261141,0
292898.3935,mobile,"Meridian, Idaho",No,845.2608526,0.451932195,1
292894.4469,gender,"Meridian, Idaho",No,478.3664101,0.227758496,0
292960.0258,university,University of Pennsylvania,I don't use Tinder,24.0,0.20138684199999998,1
292882.7783,mobile,"Meridian, Idaho",No,927.2640752999998,0.24078863399999997,1
292889.7271,mobile,"Meridian, Idaho",No,795.7386787,0.328115082,1
292887.0792,web,"Meridian, Idaho",No,0.0,0.0,0
292895.6868,gender,"Meridian, Idaho",No,540.5130626,0.243898048,0
292895.5316,gender,"Meridian, Idaho",No,483.13919960000004,0.23882269,0
292890.5307,web,"Meridian, Idaho",No,0.0,0.0,0
292902.3261,gender,"Meridian, Idaho",No,483.82020539999996,0.29528777,0
292988.3796,university,University of Pennsylvania,I don't use Tinder,23.13435184,0.235850371,1
293289.0,university,Tufts University,Yes,3.0,0.429,0
292893.3998,gender,"Meridian, Idaho",No,482.19576860000006,0.217598092,0
292887.8166,web,"Meridian, Idaho",No,0.0,0.0,0
292882.5599,mobile,"Meridian, Idaho",No,796.7745509,0.22864816100000002,1
292888.9911,web,"Meridian, Idaho",No,0.0,0.0,0
292896.8671,mobile,"Meridian, Idaho",No,873.1528687000001,0.432679617,1
292894.0744,gender,"Meridian, Idaho",No,499.39747130000006,0.22535572199999998,0
292902.1405,gender,"Meridian, Idaho",No,524.3081956999999,0.306978294,0
292890.4249,web,"Meridian, Idaho",No,0.0,0.0,0
293080.6949,university,University of Oregon,Yes,0.0,0.0,1
293014.8443,university,University of Oregon,Yes,2.153694305,0.139608855,1
292887.718,web,"Meridian, Idaho",No,0.0,0.0,0
292889.0584,web,"Meridian, Idaho",No,0.0,0.0,0
292888.6143,web,"Meridian, Idaho",No,0.0,0.0,0
292883.0,mobile,Mobile respondents,No,1969.0,0.511,0
292893.822,gender,"Meridian, Idaho",No,492.96034119999996,0.222452703,0
292898.7489,gender,"Meridian, Idaho",No,671.4993632999999,0.35868544799999996,0
292900.1892,gender,"Meridian, Idaho",No,812.3558922,0.47490083299999997,1
293405.0,university,Skidmore College,No,1.0,1.0,1
292888.4453,web,"Meridian, Idaho",No,0.0,0.0,0
292882.5079,mobile,"Meridian, Idaho",No,1680.6139469999998,0.43619679200000006,0
292882.7291,mobile,"Meridian, Idaho",No,923.6584740000001,0.239853393,1
292888.8583,web,"Meridian, Idaho",No,0.0,0.0,0
292888.7961,web,"Meridian, Idaho",No,0.0,0.0,0
292887.9126,web,"Meridian, Idaho",No,0.0,0.0,0
292882.5316,mobile,"Meridian, Idaho",No,796.7786434,0.228255194,1
292888.4064,web,"Meridian, Idaho",No,0.0,0.0,0
293231.7223,university,Williams College,I don't use Tinder,1.5956836369999998,0.425539545,1
293314.4309,university,University of Pittsburgh,I don't use Tinder,0.392954939,0.035758899,1
292888.7152,web,"Meridian, Idaho",No,0.0,0.0,0
293601.0,university,"University of Wisconsin, Eau Claire",Yes,1.0,1.0,1
292895.9093,gender,"Meridian, Idaho",No,484.80082699999997,0.242674644,0
293475.0,university,University of Wisconsin-Whitewater,Yes,2.0,0.4,0
292895.9155,gender,"Meridian, Idaho",No,546.3464339999999,0.24652878399999997,0
292882.35,mobile,"Meridian, Idaho",No,895.8861605000001,0.232649653,1
292899.3173,gender,"Meridian, Idaho",No,828.8691191,0.46188978299999994,1
292886.7543,mobile,"Meridian, Idaho",No,796.1683284,0.286859097,1
293470.123,university,Union College,Yes,0.093581913,0.093581913,1
292888.6758,web,"Meridian, Idaho",No,0.0,0.0,0
292887.4416,web,"Meridian, Idaho",No,0.0,0.0,0
292888.0054,web,"Meridian, Idaho",No,0.0,0.0,0
292882.7323,mobile,"Meridian, Idaho",No,923.8916926,0.23991388600000002,1
292901.8923,gender,"Meridian, Idaho",No,511.1262662,0.303701799,0
292884.8173,mobile,"Meridian, Idaho",No,1076.619808,0.27952937,1
292896.679,gender,"Meridian, Idaho",No,381.8635916,0.203802407,0
292901.6275,gender,"Meridian, Idaho",No,509.9609406,0.30100036199999997,0
292884.3317,mobile,"Meridian, Idaho",No,1383.709836,0.359184121,0
292882.52,mobile,"Meridian, Idaho",No,1687.6962399999998,0.43803383700000004,0
293397.0,university,Colorado State University,Yes,0.0,0.0,1
292888.7477,web,"Meridian, Idaho",No,0.0,0.0,0
293460.0,university,University of Buffalo,Yes,0.0,0.0,1
292890.0348,web,"Meridian, Idaho",No,0.0,0.0,0
293111.0,university,University of Maine,No,3.0,0.75,0
292897.6672,mobile,"Meridian, Idaho",No,794.5910881,0.438309481,1
292882.0913,mobile,"Meridian, Idaho",No,876.9368174000001,0.227734465,1
293085.0,university,Wesleyan University,Yes,0.0,0.0,0
292899.1764,gender,"Meridian, Idaho",No,695.3346484,0.383055156,0
292997.3326,university,University of Southern California,No,3.0369602939999996,0.430007168,1
292897.3753,gender,"Meridian, Idaho",No,594.9236795,0.28039282,0
292884.4558,mobile,"Meridian, Idaho",No,1329.186309,0.3450415,0
292887.0634,web,"Meridian, Idaho",No,0.0,0.0,0
292890.8631,gender,"Meridian, Idaho",No,1090.45617,0.386415488,0
292898.0951,gender,"Meridian, Idaho",No,635.0513382,0.321420202,0
292896.0353,gender,"Meridian, Idaho",No,891.0259815,0.412915343,1
292895.0036,gender,"Meridian, Idaho",No,480.8160302,0.233437161,0
293773.0,university,University of Florida,I don't use Tinder,0.0,0.0,0
292887.1281,web,"Meridian, Idaho",No,0.0,0.0,0
293285.0,university,Purdue University,No,13.0,0.5,1
292897.6079,mobile,"Meridian, Idaho",No,794.599654,0.437486955,1
292884.9892,mobile,"Meridian, Idaho",No,1089.207958,0.28279455600000003,1
292900.0792,gender,"Meridian, Idaho",No,503.1483683999999,0.285207581,0
292901.6302,gender,"Meridian, Idaho",No,509.97299510000005,0.301028307,0
292890.4551,web,"Meridian, Idaho",No,0.0,0.0,0
292896.0407,mobile,"Meridian, Idaho",No,888.2525568,0.422256995,1
293463.3289,university,Skidmore College,No,2.4261699130000003,1.0,1
292901.0865,gender,"Meridian, Idaho",No,534.4972048999999,0.29714063,0
293085.2225,university,Vanderbilt University,No,56.19713878,0.612738997,1
292890.9525,web,"Meridian, Idaho",No,0.0,0.0,0
293263.0,university,University of Arizona,I don't use Tinder,3.0,0.273,0
292887.9062,web,"Meridian, Idaho",No,0.0,0.0,0
292884.8712,mobile,"Meridian, Idaho",No,1080.5638390000001,0.280552395,1
293307.0,university,United States Naval Academy,Yes,0.0,0.0,0
292887.7983,web,"Meridian, Idaho",No,0.0,0.0,0
293261.3749,university,University of Washington,No,2.354163148,0.72916737,1
293057.0,university,University of Michigan,No,49.0,0.57,0
292901.2411,gender,"Meridian, Idaho",No,533.0023753,0.29858391300000003,0
292889.2669,web,"Meridian, Idaho",No,0.0,0.0,0
292881.192,mobile,"Meridian, Idaho",No,909.5308048,0.23618887800000002,0
292883.1733,mobile,"Meridian, Idaho",No,796.6858979,0.23716083899999998,1
293067.0,university,University of Southern California,Yes,1.0,0.1,0
292900.0589,gender,"Meridian, Idaho",No,744.5363858,0.43336007200000004,0
292881.9262,mobile,"Meridian, Idaho",No,1339.726243,0.34777540799999995,0
292889.1554,web,"Meridian, Idaho",No,0.0,0.0,0
292881.5613,mobile,"Meridian, Idaho",No,838.1125933,0.217664017,1
292896.1094,gender,"Meridian, Idaho",No,551.2888909,0.248757735,0
292882.9026,mobile,"Meridian, Idaho",No,1911.9349730000001,0.49619815,0
292889.2092,web,"Meridian, Idaho",No,0.0,0.0,0
292881.437,mobile,"Meridian, Idaho",No,1053.1059089999999,0.273430202,0
293579.0,university,Pepperdine University,No,2.0,1.0,0
292885.3245,mobile,"Meridian, Idaho",No,1084.0704779999999,0.28709287699999997,1
292987.3363,university,University of Pennsylvania,I don't use Tinder,12.22420957,0.113073939,1
292894.2581,gender,"Meridian, Idaho",No,504.08130710000006,0.22746804,0
292887.5964,web,"Meridian, Idaho",No,0.0,0.0,0
292894.6588,mobile,"Meridian, Idaho",No,913.5043117999999,0.40482686799999995,1
292890.8842,web,"Meridian, Idaho",No,0.0,0.0,0
293675.5636,university,Whatsgoodly University,I don't use Tinder,1.0,0.21741543100000002,1
292890.7739,web,"Meridian, Idaho",No,0.0,0.0,0
292888.7449,gender,"Meridian, Idaho",No,1029.097571,0.304126408,1
292897.6163,gender,"Meridian, Idaho",No,568.0420702,0.264752484,0
293670.0212,university,University of Kansas,No,0.042549144000000004,0.042549144000000004,1
292887.9702,web,"Meridian, Idaho",No,0.0,0.0,0
293093.0,university,University of Texas,No,35.0,0.479,0
293673.0,university,Syracuse University,Yes,4.0,0.444,0
292898.3322,gender,"Meridian, Idaho",No,963.7395264,0.505230188,0
292895.3828,gender,"Meridian, Idaho",No,532.7607343000001,0.24040189999999997,0
292898.6134,gender,"Meridian, Idaho",No,334.4720105,0.198966532,0
293605.0,university,"University of Wisconsin, Eau Claire",I don't use Tinder,0.0,0.0,0
293267.0,university,Texas Christian University,No,8.0,0.308,0
292888.1666,web,"Meridian, Idaho",No,0.0,0.0,0
292887.9919,web,"Meridian, Idaho",No,0.0,0.0,0
292883.9723,mobile,"Meridian, Idaho",No,1014.723423,0.263474335,1
293597.0,university,University of Connecticut,No,3.0,0.375,0
293182.1532,university,University of Washington,No,6.188182396,0.527219413,1
292890.0121,web,"Meridian, Idaho",No,0.0,0.0,0
292884.3482,mobile,"Meridian, Idaho",No,1042.254353,0.270615464,1
292890.4699,web,"Meridian, Idaho",No,0.0,0.0,0
292881.3954,mobile,"Meridian, Idaho",No,825.959484,0.214511675,1
293523.0,university,Auburn University,Yes,0.0,0.0,0
292887.8232,web,"Meridian, Idaho",No,0.0,0.0,0
292882.5485,mobile,"Meridian, Idaho",No,910.4300412999999,0.23642212699999998,1
293740.3221,university,University of Tampa,I don't use Tinder,0.56921076,0.056921075999999994,1
292901.6136,gender,"Meridian, Idaho",No,529.402063,0.302060077,0
292899.2401,gender,"Meridian, Idaho",No,499.4562521000001,0.276648584,0
292896.8049,gender,"Meridian, Idaho",No,1059.191028,0.515666219,0
293607.0,university,University of Delaware,Yes,1.0,0.25,0
292902.6468,gender,"Meridian, Idaho",No,519.4144763999999,0.311703264,0
292882.2702,mobile,"Meridian, Idaho",No,1541.323328,0.40006680200000005,0
292898.2918,mobile,"Meridian, Idaho",No,847.1196732000001,0.450649136,1
292894.57,mobile,"Meridian, Idaho",No,915.1280652,0.40370606600000003,1
293659.4584,university,University of Delaware,No,3.975671189,0.39756711899999997,1
292898.3844,gender,"Meridian, Idaho",No,960.4758649,0.504873361,0
293235.0,university,Loyola Marymount University,Yes,0.0,0.0,0
